Facility ID,Name,Type,Street Address,City,County,State,Zip Code,Facility Phone Number,Latitude,Longitude,Facility Location
1447,Hospital for Special Surgery,Hospital,535 E 70th Street,New York,New York,New York,10021,2126061236,40.765381,-73.954185,"(40.765381, -73.954185)"
1133,St. Joseph's MC-St. Vincent's Westchester Division,Hospital,275 North Street,Harrison,Westchester,New York,10528,9149255300,40.989265,-73.710457,"(40.989265, -73.710457)"
12,Lakeview Center for Mental Health and Wellness,Hospital,29 East Cayuga Street,Oswego,Oswego,New York,13126,3153495526,43.459419,-76.506788,"(43.459419, -76.506788)"
128,Chenango Memorial Hospital Inc,Hospital,179 North Broad St,Norwich,Chenango,New York,13815,6073374111,42.541813,-75.524773,"(42.541813, -75.524773)"
9531,URMC Strong West,Hospital,156 West Avenue,Brockport,Monroe,New York,14420,5857851000,43.220116,-77.944695,"(43.220116, -77.944695)"
583,Mount St. Mary's Hospital and Health Center,Hospital,5300 Military Road,Lewiston,Niagara,New York,14092,7162974800,43.154659,-79.030556,"(43.154659, -79.030556)"
1072,Montefiore New Rochelle Hospital,Hospital,16 Guion Place,New Rochelle,Westchester,New York,10802,9143653700,40.913021,-73.787086,"(40.913021, -73.787086)"
1124,SJRH - Dobbs Ferry Pavillion,Hospital,128 Ashford Avenue,Dobbs Ferry,Westchester,New York,10522,9146930700,41.014721,-73.862259,"(41.014721, -73.862259)"
924,South Shore University Hospital,Hospital,301 East Main Street,Bay Shore,Suffolk,New York,11706,6319683000,40.725014,-73.240372,"(40.725014, -73.240372)"
866,Corning Hospital,Hospital,1 Guthrie Drive,Corning,Steuben,New York,14830,6079377200,42.141293,-77.047562,"(42.141293, -77.047562)"
170,Margaretville Hospital,Hospital,42084 State Highway 28,Margaretville,Delaware,New York,12455,8455862631,42.147694,-74.643089,"(42.147694, -74.643089)"
1002,Ellenville Regional Hospital,Hospital,10 Healthy Way,Ellenville,Ulster,New York,12428,8456476400,41.732235,-74.380661,"(41.732235, -74.380661)"
1306,NewYork-Presbyterian Brooklyn Methodist Hospital,Hospital,506 Sixth Street,Brooklyn,Kings,New York,11215,7187803101,40.668087,-73.978905,"(40.668087, -73.978905)"
1469,Mount Sinai Morningside,Hospital,1111 Amsterdam Avenue,New York,New York,New York,10025,2125234295,40.805912,-73.961639,"(40.805912, -73.961639)"
1453,Memorial Hospital for Cancer and Allied Diseases,Hospital,1275 York Avenue,New York,New York,New York,10065,2126392000,40.764386,-73.956812,"(40.764386, -73.956812)"
565,Eastern Niagara Hospital - Lockport Division,Hospital,521 East Avenue,Lockport,Niagara,New York,14094,7165145700,43.176472,-78.670998,"(43.176472, -78.670998)"
367,Samaritan Medical Center,Hospital,830 Washington Street,Watertown,Jefferson,New York,13601,3157854000,43.964928,-75.912827,"(43.964928, -75.912827)"
779,Good Samaritan Hospital of Suffern,Hospital,255 Lafayette Avenue,Suffern,Rockland,New York,10901,8453685000,41.112255,-74.133003,"(41.112255, -74.133003)"
1061,Montefiore Mount Vernon Hospital,Hospital,12 North 7th Avenue,Mount Vernon,Westchester,New York,10550,9143616100,40.912476,-73.840004,"(40.912476, -73.840004)"
102,UPMC Chautauqua at WCA,Hospital,51 Glasgow Avenue,Jamestown,Chautauqua,New York,14701,7164870141,42.091541,-79.245094,"(42.091541, -79.245094)"
411,Rochester General Hospital,Hospital,1425 Portland Avenue,Rochester,Monroe,New York,14621,5859224000,43.192619,-77.584503,"(43.192619, -77.584503)"
891,Stony Brook Eastern Long Island Hospital,Hospital,201 Manor Place,Greenport,Suffolk,New York,11944,6314771000,41.110958,-72.361282,"(41.110958, -72.361282)"
1294,NYC Health + Hospitals/South Brooklyn Health,Hospital,2601 Ocean Parkway,Brooklyn,Kings,New York,11235,7186163000,40.58662,-73.965797,"(40.58662, -73.965797)"
1630,Long Island Jewish Medical Center,Hospital,270-5 76th Avenue,New Hyde Park,Queens,New York,11040,7184707764,40.754363,-73.707388,"(40.754363, -73.707388)"
1165,Jacobi Medical Center,Hospital,1400 Pelham Parkway,Bronx,Bronx,New York,10461,7189185000,40.857388,-73.846741,"(40.857388, -73.846741)"
1458,New York-Presbyterian Hospital - New York Weill Cornell Center,Hospital,525 East 68th Street,New York,New York,New York,10021,2127465454,40.76408,-73.954926,"(40.76408, -73.954926)"
1692,Woodhull Medical & Mental Health Center,Hospital,760 Broadway,Brooklyn,Kings,New York,11206,7189638101,40.700535,-73.941711,"(40.700535, -73.941711)"
43,Our Lady of Lourdes Memorial Hospital,Hospital,169 Riverside Drive,Binghamton,Broome,New York,13905,6077985111,42.092606,-75.935646,"(42.092606, -75.935646)"
1139,Westchester Medical Center,Hospital,100 Woods Road,Valhalla,Westchester,New York,10595,9144937018,41.08773,-73.803993,"(41.08773, -73.803993)"
1047,New York-Presbyterian Westchester Behavioral Health Center,Hospital,21 Bloomingdale Road,White Plains,Westchester,New York,10605,9146829100,41.029835,-73.758293,"(41.029835, -73.758293)"
218,Sisters of Charity Hospital,Hospital,2157 Main Street,Buffalo,Erie,New York,14214,7168621000,42.92905,-78.849953,"(42.92905, -78.849953)"
1633,Queens Hospital Center,Hospital,82-68 164th Street,Jamaica,Queens,New York,11432,7188832350,40.71722,-73.803581,"(40.71722, -73.803581)"
635,University Hospital SUNY Health Science Center,Hospital,750 East Adams Street,Syracuse,Onondaga,New York,13210,3154645540,43.042622,-76.138809,"(43.042622, -76.138809)"
511,NYU Langone Hospital-Long Island,Hospital,259 First Street,Mineola,Nassau,New York,11501,5166630333,40.741699,-73.643082,"(40.741699, -73.643082)"
817,Clifton-Fine Hospital,Hospital,1014 Oswegatchie Trail PO Box 10,Star Lake,Saint Lawrence,New York,13690,3158483351,44.162724,-75.055809,"(44.162724, -75.055809)"
8554,A.O. Fox Memorial Hospital - Tri-Town Campus,Hospital,43 Pearl Street West,Sidney,Delaware,New York,13838,6075612021,42.30471,-75.39492,"(42.30471, -75.39492)"
1626,Elmhurst Hospital Center,Hospital,79-01 Broadway,Elmhurst,Queens,New York,11373,7183344000,40.74432,-73.885719,"(40.74432, -73.885719)"
775,Helen Hayes Hospital,Hospital,51 N Route 9W,West Haverstraw,Rockland,New York,10993,8457864000,41.213886,-73.986,"(41.213886, -73.986)"
1175,Calvary Hospital Inc,Hospital,1740-70 Eastchester Road,Bronx,Bronx,New York,10461,7185182244,40.847294,-73.844658,"(40.847294, -73.844658)"
1438,Bellevue Hospital Center,Hospital,462 First Avenue,New York,New York,New York,10016,2125624132,40.739605,-73.976509,"(40.739605, -73.976509)"
325,The University of Vermont Health Network - Alice Hyde Medical Center,Hospital,133 Park Street,Malone,Franklin,New York,12953,5184833000,44.85677,-74.291893,"(44.85677, -74.291893)"
393,Nicholas H. Noyes Memorial Hospital,Hospital,111 Clara Barton Street,Dansville,Livingston,New York,14437,5853356001,42.551964,-77.700195,"(42.551964, -77.700195)"
1315,Kingsbrook Jewish Medical Center,Hospital,585 Schenectady Avenue,Brooklyn,Kings,New York,11203,7186045000,40.659435,-73.934036,"(40.659435, -73.934036)"
1637,NewYork-Presbyterian/Queens,Hospital,56-45 Main Street,Flushing,Queens,New York,11355,7186701021,40.747517,-73.826035,"(40.747517, -73.826035)"
628,UPSTATE University Hospital at Community General,Hospital,4900 Broad Road,Syracuse,Onondaga,New York,13215,3154925953,43.007816,-76.17025,"(43.007816, -76.17025)"
210,Erie County Medical Center,Hospital,462 Grider Street,Buffalo,Erie,New York,14215,7168983000,42.92717,-78.829224,"(42.92717, -78.829224)"
873,Ira Davenport Memorial Hospital,Hospital,7571 State Route 54,Bath,Steuben,New York,14810,6077768500,42.372952,-77.278656,"(42.372952, -77.278656)"
1463,NYU Langone Hospitals,Hospital,550 First Avenue,New York,New York,New York,10016,2122635500,40.742874,-73.974159,"(40.742874, -73.974159)"
1117,Northern Westchester Hospital,Hospital,400 East Main Street,Mount Kisco,Westchester,New York,10549,9146661303,41.196774,-73.72451,"(41.196774, -73.72451)"
