Facility ID,Name,Type,Street Address,City,County,State,Zip Code,Facility Phone Number,Facility Latitude,Facility Longitude,Facility Location
15041,"Fairlawn Adult Home, Inc.",Adult Home,301 Eighth Avenue,East Northport,Suffolk,New York,11731,6317577666,40.794212,-73.951065,"(40.794212, -73.951065)"
15046,The Arbors at Bohemia,Adult Home,1065 Smithtown Avenue,Bohemia,Suffolk,New York,11716,6315673113,40.795704,-73.936668,"(40.795704, -73.936668)"
982,Oak Hill Rehabilitation and Nursing Care Center,Residential Health Care Facility,602 Hudson St,Ithaca,Tompkins,New York,14850,6072728282,40.797497,-73.486104,"(40.797497, -73.486104)"
8515,Park Gardens Rehabilitation and Nursing Center LTHHCP,Long Term Home Health Care Program,6677-B Broadway,Bronx,Bronx,New York,10471,7185430283,40.797548,-73.081553,"(40.797548, -73.081553)"
14910,The Clark Manor House,Adult Home,318 Fort Hill Avenue,Canandaigua,Ontario,New York,14424,5853940965,40.7995,-73.479301,"(40.7995, -73.479301)"
571,Elderwood at Lockport,Residential Health Care Facility,104 Old Niagara Road,Lockport,Niagara,New York,14094,7164346324,40.799557,-73.963753,"(40.799557, -73.963753)"
548,Sunharbor Manor,Residential Health Care Facility,255 Warner Avenue,Roslyn Heights,Nassau,New York,11577,5166215400,40.802979,-73.940811,"(40.802979, -73.940811)"
9666,"Fort Hudson Certified Home Health Agency, Inc.",Certified Home Health Agency,319 Broadway,Fort Edward,Washington,New York,12828,5187479019,40.804531,-73.962807,"(40.804531, -73.962807)"
3920,Rosewood Rehabilitation and Nursing Center,Residential Health Care Facility,284 Troy Road,Rensselaer,Rensselaer,New York,12144,5182861621,40.804615,-73.938118,"(40.804615, -73.938118)"
463,"The Brightonian, Inc",Residential Health Care Facility,1919 Elmwood Avenue,Rochester,Monroe,New York,14620,5852718700,40.805352,-73.231042,"(40.805352, -73.231042)"
843,Baptist Health Nursing and Rehabilitation Center,Residential Health Care Facility,297 North Ballston Avenue,Scotia,Schenectady,New York,12302,5183704700,40.808712,-72.777634,"(40.808712, -72.777634)"
481,Crest Manor Living and Rehabilitation Center,Residential Health Care Facility,6745 Pittsford-Palmyra Road,Fairport,Monroe,New York,14450,5852233633,40.809208,-73.515465,"(40.809208, -73.515465)"
106,Heritage Park Rehab & Skilled Nursing,Residential Health Care Facility,150 Prather Avenue,Jamestown,Chautauqua,New York,14701,7164881921,40.810298,-73.018042,"(40.810298, -73.018042)"
716,The Villages of Orleans Health and Rehabilitation Center,Residential Health Care Facility,14012 Route 31,Albion,Orleans,New York,14411,5855893225,40.810739,-73.944135,"(40.810739, -73.944135)"
202,The Eleanor Nursing Care Center,Residential Health Care Facility,419 North Quaker Lane,Hyde Park,Dutchess,New York,12538,8452299177,40.810876,-73.185199,"(40.810876, -73.185199)"
15003,Peregrine Senior Living at Clifton Park,Adult Home,1 Emma Lane,Clifton Park,Saratoga,New York,12065,5183712200,40.810876,-73.185199,"(40.810876, -73.185199)"
14738,Norwegian Christian Home and Health Center,Adult Home,1250-1270 67th Street,Brooklyn,Kings,New York,11219,7182322322,40.81459,-73.956184,"(40.81459, -73.956184)"
1260,Pinnacle Multicare Nursing and Rehabilitation Center,Residential Health Care Facility,801 Co-Op City Boulevard,Bronx,Bronx,New York,10475,7182396500,40.815022,-73.93721,"(40.815022, -73.93721)"
14969,The Brielle at Seaview,Adult Home,140 Friendship Lane,Staten Island,Richmond,New York,10314,9172816810,40.815968,-73.34397,"(40.815968, -73.34397)"
984,Cayuga Nursing and Rehabilitation Center,Residential Health Care Facility,1229 Trumansburg Road,Ithaca,Tompkins,New York,14850,6072738072,40.8186,-73.458008,"(40.8186, -73.458008)"
15061,South Bay Adult Home,Adult Home,"33 Cottontail Run, Box 601",Center Moriches,Suffolk,New York,11934,6318780758,40.818977,-73.896031,"(40.818977, -73.896031)"
14615,Parkview Assisted Living,Adult Home,3200 Bronx Boulevard,Bronx,Bronx,New York,10467,7185479300,40.819054,-73.456276,"(40.819054, -73.456276)"
1604,Harlem Center for Nursing and Rehabilitation,Residential Health Care Facility,30 West 138th Street,New York,New York,New York,10037,2126907400,40.81908,-73.896103,"(40.81908, -73.896103)"
2581,NYU Langone Home Health Care,Certified Home Health Agency,290 Old Country Road,Mineola,Nassau,New York,11501,5166638000,40.819543,-73.20156,"(40.819543, -73.20156)"
4286,Huntington Living Center,Residential Health Care Facility,369 East Main Street,Waterloo,Seneca,New York,13165,3157874920,40.81968,-73.109096,"(40.81968, -73.109096)"
3909,Dunkirk Rehabilitation & Nursing Center,Residential Health Care Facility,447-449 Lake Shore Drive West,Dunkirk,Chautauqua,New York,14048,7163666710,40.819708,-73.109571,"(40.819708, -73.109571)"
14649,Southern Tier Meadows,Adult Home,4883 West Main Road,Fredonia,Chautauqua,New York,14063,7166794883,40.819778,-73.857658,"(40.819778, -73.857658)"
14643,Evergreen Heights,Adult Home,8939 Oakland Street,Weedsport,Cayuga,New York,13166,3158346142,40.823509,-73.026375,"(40.823509, -73.026375)"
3637,Long Island Jewish Medical Center Home Care Department,Certified Home Health Agency,1983 Marcus Avenue,New Hyde Park,Nassau,New York,11042,5163266500,40.8241,-73.224701,"(40.8241, -73.224701)"
14912,Chai Home,Adult Home,125-02 Ocean Promenade,Belle Harbor,Queens,New York,11694,7186346100,40.825569,-73.470085,"(40.825569, -73.470085)"
1658,"Absolut Center for Nursing and Rehabilitation at Three Rivers, LLC",Residential Health Care Facility,101 Creekside Drive,Painted Post,Steuben,New York,14870,6079364108,40.825726,-72.985023,"(40.825726, -72.985023)"
14772,The Village at Penfield,Adult Home,2006 Five Mile Line Road,Penfield,Monroe,New York,14526,5853810282,40.825905,-72.67804,"(40.825905, -72.67804)"
14695,Orchard Heights,Adult Home,5200 Chestnut Ridge Road,Orchard Park,Erie,New York,14127,7166620651,40.826546,-73.861229,"(40.826546, -73.861229)"
14620,Morningside at Home Assisted Living Program,Adult Home,1000 Pelham Parkway South,Bronx,Bronx,New York,10461,7184098266,40.827062,-73.419928,"(40.827062, -73.419928)"
434,The Brook at High Falls Nursing Home and Rehabilitation Center,Residential Health Care Facility,2150 St. Paul Street,Rochester,Monroe,New York,14621,5853425540,40.827171,-73.393616,"(40.827171, -73.393616)"
683,Ontario Center for Rehabilitation and Healthcare,Residential Health Care Facility,3062 County Complex Drive,Canandaigua,Ontario,New York,14424,5853964340,40.827179,-73.116033,"(40.827179, -73.116033)"
4298,"Tender Loving Care, an Amedisys Company",Certified Home Health Agency,"3237 Route 112, Building 6, Suite 2",Medford,Suffolk,New York,11763,5169353737,40.827648,-73.818275,"(40.827648, -73.818275)"
15084,Arcadia Residence,Adult Home,25 Carrier Street,Liberty,Sullivan,New York,12754,8452927011,40.827851,-72.67682,"(40.827851, -72.67682)"
14727,Genesee Adult Home,Adult Home,278 Bank Street,Batavia,Genesee,New York,14020,5853440584,40.827885,-73.665306,"(40.827885, -73.665306)"
14749,Amber Court of Brooklyn,Adult Home,650 East 104th Street,Brooklyn,Kings,New York,11236,7186490700,40.828209,-73.299896,"(40.828209, -73.299896)"
3303,Community Health Center of St. Mary's Healthcare and Nathan Littauer Hospital,Long Term Home Health Care Program,2-8 West Main Street,Johnstown,Fulton,New York,12095,5187628215,40.828777,-73.84713,"(40.828777, -73.84713)"
1380,"Caton Park Rehabilitation and Nursing Center, LLC",Residential Health Care Facility,1312 Caton Avenue,Brooklyn,Kings,New York,11226,7186937000,40.828777,-73.84713,"(40.828777, -73.84713)"
6050,Townhouse Center for Rehabilitation & Nursing,Residential Health Care Facility,755 Hempstead Turnpike,Uniondale,Nassau,New York,11553,5165651900,40.828988,-73.381883,"(40.828988, -73.381883)"
3256,"Haven Manor Health Care Center,LLC",Residential Health Care Facility,1441 Gateway Boulevard,Far Rockaway,Queens,New York,11691,7184711500,40.829629,-73.297862,"(40.829629, -73.297862)"
620,Charles T Sitrin Health Care Center Inc,Residential Health Care Facility,2050 Tilden Avenue,New Hartford,Oneida,New York,13413,3157973114,40.830265,-73.847412,"(40.830265, -73.847412)"
4555,Iroquois Nursing Home Inc,Residential Health Care Facility,4600 Southwood Heights Drive,Jamesville,Onondaga,New York,13078,3154691300,40.830883,-73.929268,"(40.830883, -73.929268)"
6037,Union Plaza Care Center,Residential Health Care Facility,33-23 Union Street,Flushing,Queens,New York,11354,7186700700,40.831406,-73.912041,"(40.831406, -73.912041)"
2533,Middletown Park Rehabilitation & Health Care Center,Residential Health Care Facility,121 Dunning Road,Middletown,Orange,New York,10940,8453430801,40.83147,-73.919853,"(40.83147, -73.919853)"
1843,Montefiore Nyack Hospital,Certified Home Health Agency,"One Blue Hill Plaza, 6th floor",Pearl River,Rockland,New York,10965,8456388700,40.831593,-73.911608,"(40.831593, -73.911608)"
14822,Sunrise of Plainview,Adult Home,1231 Old Country Road,Plainview,Nassau,New York,11803,5169325151,40.831654,-73.9039,"(40.831654, -73.9039)"
14952,"Madison York Assisted Living Community, LLC",Adult Home,112-14 Corona Avenue,Flushing,Queens,New York,11368,7186994100,40.8336,-73.1496,"(40.8336, -73.1496)"
3401,Beach Gardens Rehab and Nursing Center,Residential Health Care Facility,17-11 Brookhaven Avenue,Far Rockaway,Queens,New York,11691,7188698000,40.83749,-73.817528,"(40.83749, -73.817528)"
1678,Fairview Nursing Care Center Inc,Residential Health Care Facility,69-70 Grand Central Parkway,Forest Hills,Queens,New York,11375,7182634600,40.838692,-73.514648,"(40.838692, -73.514648)"
7863,Lourdes at Home,Certified Home Health Agency,4102 Old Vestal Road,Vestal,Broome,New York,13850,6077721598,40.839375,-73.939552,"(40.839375, -73.939552)"
15263,Artis Senior Living of Somers,Adult Home,51 Clayton Boulevard,Yorktown Heights,Westchester,New York,10598,9143527705,40.842598,-73.92585,"(40.842598, -73.92585)"
3169,St Camillus Home Care Agency,Certified Home Health Agency,813 Fay Road,Syracuse,Onondaga,New York,13219,3154882831,40.843124,-73.690155,"(40.843124, -73.690155)"
5632,"People, Home Health Services-Certified, Inc",Certified Home Health Agency,1219 North Forest Rd,Williamsville,Erie,New York,14221,7166348132,40.845376,-73.337705,"(40.845376, -73.337705)"
15014,The New Falls,Adult Home,117 Schuyler Street,Montour Falls,Schuyler,New York,14865,6075357165,40.845921,-73.849037,"(40.845921, -73.849037)"
493,Glen Cove Center for Nursing and Rehabilitation,Residential Health Care Facility,6 Medical Plaza,Glen Cove,Nassau,New York,11542,5166719010,40.846584,-73.904533,"(40.846584, -73.904533)"
648,Loretto Health and Rehabilitation Center,Residential Health Care Facility,700 East Brighton Avenue,Syracuse,Onondaga,New York,13205,3154133708,40.847294,-73.844658,"(40.847294, -73.844658)"
14720,Champlain Valley Senior Community,Adult Home,10 Gilliland Lane,Willsboro,Essex,New York,12996,5188179108,40.847294,-73.844658,"(40.847294, -73.844658)"
3797,Mid-Hudson Valley Division of Westchester Medical Center Certified Home Health Services,Certified Home Health Agency,"241 North Road, The Atrium, Suite 303",Poughkeepsie,Dutchess,New York,12601,8454835550,40.847432,-73.26327,"(40.847432, -73.26327)"
41,Highland Park Rehabilitation and Nursing Center,Residential Health Care Facility,160 Seneca St,Wellsville,Allegany,New York,14895,5855933750,40.848765,-73.419591,"(40.848765, -73.419591)"
59,Ideal Senior Living Center,Residential Health Care Facility,601 High Avenue,Endicott,Broome,New York,13760,6077867308,40.84948,-73.158676,"(40.84948, -73.158676)"
3946,"Hospice of the North Country, Inc",Hospice,358 Tom Miller Road,Plattsburgh,Clinton,New York,12901,5185618465,40.852428,-73.890343,"(40.852428, -73.890343)"
1128,Briarcliff Manor Center for Rehabilitation and Nursing Care,Residential Health Care Facility,620 Sleepy Hollow Road,Briarcliff Manor,Westchester,New York,10510,9149415100,40.853844,-73.188915,"(40.853844, -73.188915)"
14661,Valehaven Home for Adults,Adult Home,"2989 North Main Street, Box 683",Peru,Clinton,New York,12972,5186432740,40.854293,-73.154714,"(40.854293, -73.154714)"
4824,Girling Health Care of New York,Certified Home Health Agency,2003 Coney Island Avenue,Brooklyn,Kings,New York,11223,7187487447,40.854774,-73.927841,"(40.854774, -73.927841)"
1672,Peninsula Nursing and Rehabilitation Center,Residential Health Care Facility,50-15 Beach Channel Drive,Far Rockaway,Queens,New York,11691,7187342750,40.855377,-73.38932,"(40.855377, -73.38932)"
15037,Maryville Assisted Living,Adult Home,70 Greenlawn Road,Huntington,Suffolk,New York,11743,6314277685,40.856529,-73.859511,"(40.856529, -73.859511)"
1042,The Emerald Peek Rehabilitation and Nursing Center,Residential Health Care Facility,2000 E Main Street,Peekskill,Westchester,New York,10566,9147378400,40.856792,-73.859024,"(40.856792, -73.859024)"
5905,Kendal at Ithaca,Residential Health Care Facility,2230 North Triphammer Road,Ithaca,Tompkins,New York,14850,6072665310,40.856972,-73.934891,"(40.856972, -73.934891)"
740,Aurelia Osborn Fox Memorial Hospital,Residential Health Care Facility,One Norton Avenue,Oneonta,Otsego,New York,13820,6074315980,40.858328,-73.700753,"(40.858328, -73.700753)"
14937,Robynwood Assisted Living,Adult Home,43 Walnut Street,Oneonta,Otsego,New York,13820,6074326387,40.858589,-73.851822,"(40.858589, -73.851822)"
124,Elcor Nursing and Rehabilitation Center,Residential Health Care Facility,48 Colonial Drive,Horseheads,Chemung,New York,14845,6077390304,40.859093,-73.833366,"(40.859093, -73.833366)"
787,"Friedwald Center for Rehabilitation and Nursing, LLC",Residential Health Care Facility,475 New Hempstead Road,New City,Rockland,New York,10956,8453547000,40.859619,-73.213394,"(40.859619, -73.213394)"
384,Lewis County General Hospital-Nursing Home Unit,Residential Health Care Facility,7785 North State Street,Lowville,Lewis,New York,13367,3153765200,40.859824,-73.254043,"(40.859824, -73.254043)"
14677,"Hyde Park Assisted Living Facility, Inc.",Adult Home,394 Violet Avenue,Poughkeepsie,Dutchess,New York,12601,8452049572,40.859859,-73.843124,"(40.859859, -73.843124)"
14972,"Mariners Residence, Inc.",Adult Home,2099 Forest Avenue,Staten Island,Richmond,New York,10303,7187208800,40.85994,-73.829659,"(40.85994, -73.829659)"
520,Lynbrook Restorative Therapy and Nursing,Residential Health Care Facility,243 Atlantic Avenue,Lynbrook,Nassau,New York,11563,5165992744,40.860279,-73.83387,"(40.860279, -73.83387)"
30,Shaker Place Rehabilitation and Nursing Center,Residential Health Care Facility,100 Heritage Lane,Albany,Albany,New York,12211,5188692231,40.860298,-73.889198,"(40.860298, -73.889198)"
4522,Norwich Rehabilitation & Nursing Center,Residential Health Care Facility,88 Calvary Drive,Norwich,Chenango,New York,13815,6073363915,40.860298,-73.889198,"(40.860298, -73.889198)"
15117,The Eliot at New Rochelle,Adult Home,41 Lockwood Ave.,New Rochelle,Westchester,New York,10801,9143039710,40.861217,-73.855995,"(40.861217, -73.855995)"
1666,Rockaway Care Center,Residential Health Care Facility,353 Beach 48th Street,Edgemere,Queens,New York,11691,7184715000,40.864618,-72.645972,"(40.864618, -72.645972)"
14600,"Millview of Latham, LLC",Adult Home,514 Old Loudon Road,Cohoes,Albany,New York,12047,5187857788,40.864773,-73.901878,"(40.864773, -73.901878)"
1403,Boro Park Center for Rehabilitation and Healthcare,Residential Health Care Facility,4915 10th Ave,Brooklyn,Kings,New York,11219,7188513700,40.865292,-73.87001,"(40.865292, -73.87001)"
14805,Sarah Jane Sanford Home,Adult Home,69 Guy Park Avenue,Amsterdam,Montgomery,New York,12010,5188423670,40.865871,-73.843262,"(40.865871, -73.843262)"
48,Elizabeth Church Manor Nursing Home,Residential Health Care Facility,863 Front Street,Binghamton,Broome,New York,13905,6077223463,40.866967,-73.22007,"(40.866967, -73.22007)"
15065,Amber Court  of Smithtown,Adult Home,130-132 Lake Avenue,Nesconset,Suffolk,New York,11767,6317681000,40.867175,-73.630248,"(40.867175, -73.630248)"
6312,Fulton Commons Care Center Inc,Residential Health Care Facility,60 Merrick Ave,East Meadows,Nassau,New York,11554,5162229300,40.867664,-73.2202,"(40.867664, -73.2202)"
5554,CenterWell Home Health,Certified Home Health Agency,320 Ushers Road,Ballston Lake,Saratoga,New York,12019,5188991158,40.867847,-73.410774,"(40.867847, -73.410774)"
2544,Campbell Hall Rehabilitation Center Inc,Residential Health Care Facility,23 Kiernan Rd,Campbell Hall,Orange,New York,10916,8452948154,40.868279,-73.862303,"(40.868279, -73.862303)"
14988,Sunrise of New City,Adult Home,233 North Main Street,New City,Rockland,New York,10956,8457087855,40.868374,-73.901619,"(40.868374, -73.901619)"
15048,The Arbors at Islandia West,Adult Home,1515 Veterans Memorial Highway,Islandia,Suffolk,New York,11749,6315823600,40.869161,-73.299849,"(40.869161, -73.299849)"
449,Wesley Gardens Corporation,Residential Health Care Facility,3 Upton Park,Rochester,Monroe,New York,14607,5852412100,40.870266,-73.90493,"(40.870266, -73.90493)"
1707,"Lawrence Nursing Care Center, Inc",Residential Health Care Facility,350 Beach 54th Street,Arverne,Queens,New York,11692,7189450400,40.870583,-73.531565,"(40.870583, -73.531565)"
1058,White Plains Center for Nursing Care,Residential Health Care Facility,220 West Post Road,White Plains,Westchester,New York,10606,9146868880,40.870583,-73.531565,"(40.870583, -73.531565)"
14917,Mount Alverno Center,Adult Home,20 Grand Street,Warwick,Orange,New York,10990,8459862267,40.871417,-73.627294,"(40.871417, -73.627294)"
485,River Ridge Living Center,Residential Health Care Facility,100 Sandy Drive,Amsterdam,Montgomery,New York,12010,5188433503,40.871763,-73.870071,"(40.871763, -73.870071)"
14700,Eden Heights,Adult Home,4071 Hardt Road,Eden,Erie,New York,14057,7169924466,40.872643,-73.171196,"(40.872643, -73.171196)"
14868,Heritage Manor of Lockport,Adult Home,41 Lexington Court,Lockport,Niagara,New York,14094,7164337626,40.873388,-73.393426,"(40.873388, -73.393426)"
390,Livingston County Center for Nursing and Rehabilitation,Residential Health Care Facility,11 Murray Hill Drive,Mt Morris,Livingston,New York,14510,5852437200,40.874416,-73.837225,"(40.874416, -73.837225)"
677,Clifton Springs Hospital and Clinic Extended Care,Residential Health Care Facility,2 Coulter Road,Clifton Springs,Ontario,New York,14432,3154629561,40.87442,-73.837212,"(40.87442, -73.837212)"
14672,The Inn at Millbrook,Adult Home,560 Flint Road,Millbrook,Dutchess,New York,12545,8456778550,40.874641,-73.623016,"(40.874641, -73.623016)"
1776,Franklin County Public Health Services,Certified Home Health Agency,355 West Main Street,Malone,Franklin,New York,12953,5184811710,40.874683,-73.623032,"(40.874683, -73.623032)"
1712,Holliswood Center for Rehabilitation and Healthcare,Residential Health Care Facility,195-44 Woodhull Avenue,Hollis,Queens,New York,11423,7187403500,40.875105,-73.909304,"(40.875105, -73.909304)"
14666,Elizabeth Brewster House,Adult Home,41 South Main Street,Homer,Cortland,New York,13077,6077493061,40.875478,-73.321067,"(40.875478, -73.321067)"
9552,RiverSpring Certified Home Health Agency / RiverSpring CHHA / ElderServe CHHA,Certified Home Health Agency,"530 West 166th Street, 3rd Floor",New York,New York,New York,10032,9143685550,40.876225,-73.862283,"(40.876225, -73.862283)"
607,Utica Rehabilitation & Nursing Center,Residential Health Care Facility,2535 Genesee Street,Utica,Oneida,New York,13501,3157971230,40.87689,-73.329264,"(40.87689, -73.329264)"
3852,CenterWell Home Health,Certified Home Health Agency,"888 Veterans Memorial Hwy, Suite 210",Hauppauge,Suffolk,New York,11788,6312326030,40.876904,-73.836105,"(40.876904, -73.836105)"
6324,Island Nursing and Rehab Center,Residential Health Care Facility,5537 Expressway Drive North,Holtsville,Suffolk,New York,11742,6317583336,40.87849,-73.874489,"(40.87849, -73.874489)"
1244,University Center for Rehabilitation and Nursing,Residential Health Care Facility,2505 Grand Ave,Bronx,Bronx,New York,10468,7182951400,40.878963,-73.141792,"(40.878963, -73.141792)"
14743,The Waterford on the Bay,Adult Home,2900 Bragg Street,Brooklyn,Kings,New York,11235,7188918400,40.879047,-73.826904,"(40.879047, -73.826904)"
4710,Ten Broeck Center for Rehabilitation & Nursing,Residential Health Care Facility,One Commons Drive,Lake Katrine,Ulster,New York,12449,8453366666,40.879143,-73.142174,"(40.879143, -73.142174)"
14999,Home of the Good Shepherd Wilton,Adult Home,60 Waller Road,Wilton,Saratoga,New York,12831,5185800702,40.880001,-73.897919,"(40.880001, -73.897919)"
976,River View Rehabilitation and Nursing Care Center,Residential Health Care Facility,510 Fifth Avenue,Owego,Tioga,New York,13827,6076872594,40.880508,-73.91877,"(40.880508, -73.91877)"
1685,Long Island Care Center Inc,Residential Health Care Facility,144-61 38th Ave,Flushing,Queens,New York,11354,7189397500,40.880962,-73.908524,"(40.880962, -73.908524)"
1820,"Prime Home Health Services, LLC",Certified Home Health Agency,3125 Emmons Avenue,Brooklyn,Kings,New York,11235,7186461900,40.881001,-73.630241,"(40.881001, -73.630241)"
14761,Alpine Manor,Adult Home,2714 Poplar Hill Road,Lima,Livingston,New York,14485,5853465880,40.881191,-73.877365,"(40.881191, -73.877365)"
917,Hilaire Rehab & Nursing,Residential Health Care Facility,9 Hilaire Drive,Huntington,Suffolk,New York,11743,6314270254,40.881596,-73.878242,"(40.881596, -73.878242)"
3928,"Brookhaven Health Care Facility, LLC",Residential Health Care Facility,801 Gazzola Blvd,Patchogue,Suffolk,New York,11772,6314478800,40.881653,-73.839035,"(40.881653, -73.839035)"
5790,Oneida Center for Rehabilitation and Nursing,Residential Health Care Facility,1445 Kemble Street,Utica,Oneida,New York,13501,3157320100,40.881653,-73.839035,"(40.881653, -73.839035)"
14776,Crimson Ridge Meadows,Adult Home,3 Treeline Drive,Rochester,Monroe,New York,14612,5857209330,40.881653,-73.839035,"(40.881653, -73.839035)"
14871,Elderwood Assisted Living at Wheatfield,Adult Home,2600 Niagara Falls,Niagara Falls,Niagara,New York,14304,7167312200,40.881912,-73.839577,"(40.881912, -73.839577)"
3554,VNS Westchester,Certified Home Health Agency,"1311 Mamaroneck Avenue, Suite 180",White Plains,Westchester,New York,10605,9146821480,40.881912,-73.839577,"(40.881912, -73.839577)"
7734,Seneca Hill Manor Inc,Residential Health Care Facility,20 Manor Drive,Oswego,Oswego,New York,13126,3153495300,40.882172,-73.914978,"(40.882172, -73.914978)"
14947,Queens Adult Care Center,Adult Home,80-08 45th Avenue,Elmhurst,Queens,New York,11373,7186391800,40.882526,-73.326134,"(40.882526, -73.326134)"
1374,Norwegian Christian Home and Health Center,Residential Health Care Facility,1270-67th Street,Brooklyn,Kings,New York,11219,7182322322,40.883064,-73.91732,"(40.883064, -73.91732)"
1701,Little Neck Care Center,Residential Health Care Facility,260-19 Nassau Blvd,Little Neck,Queens,New York,11362,7184236400,40.884361,-73.888451,"(40.884361, -73.888451)"
14723,Alice Hyde Assisted Living Program,Adult Home,45 Sixth Street,Malone,Franklin,New York,12953,5184818401,40.884998,-73.913773,"(40.884998, -73.913773)"
537,Oceanside Care Center Inc,Residential Health Care Facility,2914 Lincoln Avenue,Oceanside,Nassau,New York,11572,5165362300,40.885784,-73.865028,"(40.885784, -73.865028)"
4471,Able Health Care Service Inc,Certified Home Health Agency,"50 Clinton Street, Suite 208",Hempstead,Nassau,New York,11550,5169337000,40.888084,-73.848473,"(40.888084, -73.848473)"
973,Elderwood at Waverly,Residential Health Care Facility,37 North Chemung Street,Waverly,Tioga,New York,14892,6075652861,40.889484,-73.902992,"(40.889484, -73.902992)"
9514,Vestal Park Rehabilitation and Nursing Center,Residential Health Care Facility,105 West Sheedy Road,Vestal,Broome,New York,13850,6077544105,40.89048,-73.787163,"(40.89048, -73.787163)"
1087,Cedar Manor Nursing & Rehabilitation Center,Residential Health Care Facility,"Cedar Lane, P.O. Box 928",Ossining,Westchester,New York,10562,9147621600,40.891804,-72.967857,"(40.891804, -72.967857)"
3398,Calvary Hospital,Certified Home Health Agency,1740 Eastchester Road,Bronx,Bronx,New York,10461,7184309540,40.891926,-72.96788,"(40.891926, -72.96788)"
15131,Sunrise of Fleetwood,Adult Home,500 North Columbus Avenue,Mount Vernon,Westchester,New York,10552,9146675660,40.892162,-73.784172,"(40.892162, -73.784172)"
1756,Staten Island Care Center,Residential Health Care Facility,200 Lafayette Avenue,Staten Island,Richmond,New York,10301,7184489000,40.892253,-73.34897,"(40.892253, -73.34897)"
14820,The Glen at Maple Pointe,Adult Home,260 Maple Avenue,Rockville Center,Nassau,New York,11570,5167644848,40.895214,-73.781548,"(40.895214, -73.781548)"
6745,Kendal On Hudson,Residential Health Care Facility,One Kendal Way,Sleepy Hollow,Westchester,New York,10591,9149221000,40.896629,-72.40065,"(40.896629, -72.40065)"
9695,Rosa Coplon Jewish Home and Infirmary Certified Home Health Agency,Certified Home Health Agency,2700 North Forest Road,Getzville,Erie,New York,14068,7166393311,40.8969,-73.778503,"(40.8969, -73.778503)"
1225,The Plaza Rehab and Nursing Center,Residential Health Care Facility,100 West Kingsbridge Road,Bronx,Bronx,New York,10468,7184101500,40.897294,-73.779578,"(40.897294, -73.779578)"
6460,Affinity Skilled Living and Rehabilitation Center,Residential Health Care Facility,305 Locust Avenue,Oakdale,Suffolk,New York,11769,6312185900,40.897931,-73.778959,"(40.897931, -73.778959)"
14886,Sedgwick Heights,Adult Home,1100 James Street,Syracuse,Onondaga,New York,13203,3154754388,40.898117,-73.079689,"(40.898117, -73.079689)"
14627,Good Shepherd Village at Endwell,Adult Home,14 Village Drive,Endwell,Broome,New York,13760,6077573100,40.900703,-73.33577,"(40.900703, -73.33577)"
1159,Soldiers and Sailors Memorial Hospital Extended Care Unit,Residential Health Care Facility,418 North Main Street,Penn Yan,Yates,New York,14527,3155312700,40.901587,-73.896942,"(40.901587, -73.896942)"
14826,Sunrise of North Lynbrook,Adult Home,53 Franklin Avenue,Lynbrook,Nassau,New York,11563,5165962377,40.90197,-73.240585,"(40.90197, -73.240585)"
7279,Dr Susan Smith Mckinney Nursing and Rehabilitation Center,Residential Health Care Facility,594 Albany Avenue,Brooklyn,Kings,New York,11203,7182457000,40.902908,-73.072783,"(40.902908, -73.072783)"
3539,Bethel Nursing Home Co Inc,Long Term Home Health Care Program,"2042 Albany Post Road, Suite #2",Croton-on-Hudson,Westchester,New York,10520,9149411300,40.905293,-73.849434,"(40.905293, -73.849434)"
15019,Cohocton Valley Home for Adults,Adult Home,64 South Main Street,Avoca,Steuben,New York,14809,6075662543,40.907948,-73.896637,"(40.907948, -73.896637)"
1399,Shore View Nursing & Rehabilitation Center,Residential Health Care Facility,2865 Brighton 3rd Street,Brooklyn,Kings,New York,11235,7188914400,40.908684,-73.913348,"(40.908684, -73.913348)"
3420,Homecare and Hospice,Hospice,1225 West State Street,Olean,Cattaraugus,New York,14760,7163725735,40.909229,-73.908295,"(40.909229, -73.908295)"
14632,Elderwood Village at Vestal,Adult Home,505 Clubhouse Road,Vestal,Broome,New York,13850,6077223422,40.910393,-73.896683,"(40.910393, -73.896683)"
3041,Good Samaritan Nursing and Rehabilitation Care Center,Residential Health Care Facility,101 Elm Street,Sayville,Suffolk,New York,11782,6312442400,40.911091,-73.573752,"(40.911091, -73.573752)"
732,Pontiac Nursing Home,Residential Health Care Facility,303 East River Road,Oswego,Oswego,New York,13126,3153431800,40.912102,-73.121696,"(40.912102, -73.121696)"
92,"The Commons on St. Anthony, a Skilled Nursing & Short Term Rehabilitation Community",Residential Health Care Facility,3 St Anthony Street,Auburn,Cayuga,New York,13021,3152530351,40.912399,-73.826324,"(40.912399, -73.826324)"
664,Sunnyside Care Center,Residential Health Care Facility,7000 Collamer Rd,East Syracuse,Onondaga,New York,13057,3156567218,40.913021,-73.787086,"(40.913021, -73.787086)"
15113,Willow Gardens,Adult Home,60 Willow Drive,New Rochelle,Westchester,New York,10805,9143362338,40.913258,-73.779434,"(40.913258, -73.779434)"
15033,Olsen Rest,Adult Home,P.O. Box 256,Nesconset,Suffolk,New York,11767,6315885676,40.913709,-73.903195,"(40.913709, -73.903195)"
